comment,eng,neg,neu,pos,com,ncr1Vadr,ncr2Vadr,ncr1Hand,ncr2Hand
why is cenk so stupid,TRUE,0.522,0.478,0,-0.656,1,1,1,1
"The entire family, that witch Lou Taylor and the entire corrupt management need to be at jail",TRUE,0.135,0.865,0,-0.3612,1,1,1,1
I'M scared I won't fight CNN,TRUE,0.319,0.44,0.24,-0.1818,1,1,0,0
Henry，you are the best！！！,FALSE,0,1,0,0,0,0,0,0
Doctored video reminds me of Trump impeachment attempts. Democrat   tactics.,TRUE,0,1,0,0,0,0,0,0
VOTE NO!!!,TRUE,0,1,0,0,0,0,0,0
He took an assault rifle to provide first aid. This kid had knew what he was doing.,TRUE,0.192,0.808,0,-0.5859,1,1,0,0
This is stupid. When are vvomen going to quit glorifying their victim hood?  Okay one person got out of a jam and y’all are making this like its “the” thing. Puleese,TRUE,0.139,0.655,0.206,0.397,0,1,1,1
🤣,FALSE,0,0.556,0.444,0.4939,0,0,0,0
Why is his name listed if he is a minor?,TRUE,0,1,0,0,0,0,0,0
Who cares.,TRUE,0,0.25,0.75,0.4588,0,0,0,0
"Yeah, we're creating jobs alright, the jobs that everyone is leaving are opening up. Way to go Brandon. If our economy is the envy of the world, that isn't saying much for the world.",TRUE,0.055,0.779,0.166,0.5106,0,1,1,1
"I’ve lost 20 pounds this year but never went on a diet, I just can’t afford to buy as much food.",TRUE,0.076,0.924,0,-0.1655,1,1,1,1
Such a disgrace for a so called news group,TRUE,0.286,0.714,0,-0.4939,1,1,1,1
Lets go brandon FJB!,TRUE,0,1,0,0,0,0,1,1
"Who controls America? 
The Barristers from the City Of London. 
The original law makers.
The mother land Monarch.",TRUE,0,0.881,0.119,0.3182,0,0,0,0
history repeating it's self - Jimmy Carter all over again - LGB,TRUE,0,1,0,0,0,0,0,0
Not a battle at all. Court put a stop to it so the ppl have spoken.,TRUE,0.12,0.762,0.119,-0.0041,1,1,0,0
"The loss of friends is another divisive byproduct of Trumpism. Those who didn’t get hypnotized by Trump’s  cheesy embarrassing absurdities — and then lose their own common sense decency, manners  and basic reasoning faculties — can no longer deal with the friends that did. Can’t save someone who swallowed a nasty cult hook, line and sinker.",TRUE,0.189,0.678,0.133,-0.4588,1,1,1,1
Anyone in any respectable business would have been terminated immediately  for posting such a thing about a coworker or colleague,TRUE,0,0.868,0.132,0.4404,0,0,0,0
"They want to cancel Thanksgiving now and also claiming roads are racist, you cant make this stuff up",TRUE,0.269,0.673,0.058,-0.6908,1,1,0,0
"All that got elected was more do nothing republiCANTs, REALLY what's the big deal, making nothing of nothing, MAGA ridiculous",TRUE,0,0.9,0.1,0.2755,0,0,1,1
Her son was a thief,TRUE,0.459,0.541,0,-0.5267,1,1,1,1
“Can you imagine if gay men and intravenous drug users HAD BEEN pariahs the way the unvaccinated are”?! Can we imagine?! There’s no need to imagine...because REALITY! Is this guy really that clueless?,TRUE,0.171,0.829,0,-0.7502,1,1,1,1
"The problem is people where doing that all of 2020 and we had not supply issue with everything shut down. It may have been a little difficult to get certain items, but nothing like this.",TRUE,0.158,0.802,0.04,-0.5527,1,1,1,1
Thw world's worse public speaker.,TRUE,0.437,0.563,0,-0.4767,1,1,1,1
I don't see any differently-abled trans or obese trans inclusivity here. They should reserve a space for them.,TRUE,0,1,0,0,0,0,0,0
Apparently he had been pointing the rifle at people a time or 2 before the big kerfuffle,TRUE,0,1,0,0,0,0,0,0
Harris huh? Not sure if that's a good call or a bad call.,TRUE,0.297,0.545,0.158,-0.374,1,1,1,1
Biden administration is selling Let's go Brandon tee shirts.,TRUE,0,1,0,0,0,0,0,0
"It is obviously clear that Biden gets his facts exclusively from MSNBC and CNN.
MSNBC and CNN... The ""ONLY LIES"" Media Network.... Get your daily dose of BS on MSNBC and CNN.... Let's Go Brandon",TRUE,0.09,0.843,0.066,-0.2342,1,1,1,1
Modern day Underground Railroad,FALSE,0,1,0,0,0,0,0,0
We all know they're not going to do anything to him in Congress cuz they're all cowards the Republicans are nothing but cowards no accountability no crime as far as they're concerned and nobody holds anybody accountable for what they say or do anymore so why in the hell should the regular people have to follow the laws,TRUE,0.093,0.784,0.123,0.0101,0,1,1,1
It’s time to stop talking about it and make the changes necessary to get us back on track!  This present administration is not capable of running the country.  They have only run it into the ground!!  Time for change before it is too late!!!!!!!,TRUE,0.117,0.883,0,-0.6759,1,1,1,1
CNN is saying Kyle's mother on TV could compromise the trial..... how about the interviews one of the victims gave during the trial that contradicted testimony?,TRUE,0.161,0.839,0,-0.5574,1,1,1,1
Get out your microscopes to see our US dollar (that had the value was forty dollar to the ounce of gold  up to the early 70s)  now it is going to inflate to nothing.   Where the vaseline? If this pases in the Senate we are really going to need it.,TRUE,0,0.953,0.047,0.34,0,0,1,1
Don’t make me laugh.  Biden is not capable mentally of running his office without a “little”help,TRUE,0.11,0.708,0.182,0.3434,0,1,1,1
Eliminate stupidity 🙄 😒,TRUE,0.293,0.707,0,-0.4404,1,1,1,1
shouldn't he have called the cops? I'd like to see his past social networks activity,TRUE,0,0.848,0.152,0.3612,0,0,0,0
This just makes me want to deliberately light a 🔥 for the carbon emissions,TRUE,0.153,0.764,0.083,-0.2732,1,1,1,1
Tug your ear if you're being held against your will.,TRUE,0,1,0,0,0,0,0,0
If you ever need medical advice just ask Joe Rogan. A trusted medical expert 🤒✨,FALSE,0,0.748,0.252,0.6597,0,0,0,0
I absolutely love how he just casually calls them the 'Grifter class'. It is so true,TRUE,0,0.57,0.43,0.8692,0,0,0,0
I can't imagine having so much hatred for a fake clown on a fake show dude its a sketch comedy show get over it,TRUE,0.322,0.603,0.075,-0.8473,1,1,1,1
"These are the facts, republican leaders are treasonous and some should be charged with treason",TRUE,0.412,0.588,0,-0.8126,1,1,1,1
Benny thompson ??? From mississippi ?? Trumpanzies problems just got worse ..get him big ben ..these terriost dont need to be let off,TRUE,0.244,0.756,0,-0.7757,1,1,1,1
"When I’m a plumber that has had intellectuals speak to me like I’m below them. I kinda think if you’re dumb enough to agree to $50000 debt and not check if you can get a job later, that’s your responsibility and a lesson you’re getting free. If you’re to get your debt wiped that means people like plumbers who worked the whole time pay tax for you to get an education. Your economic students will tell you that you cancel the debt there is another 1.7 trillion to add to your debt ceiling that is already pretty high",TRUE,0.141,0.719,0.14,0.2263,0,1,1,1
HAHAHAHA!,TRUE,0,1,0,0,0,0,0,0
"Biden is a dictator who doesn't care about the little people, Thanks Biden supporter who voted for him because you thought he was better than Trump.  We are all suffering because of your ignorance",TRUE,0.188,0.639,0.174,-0.1547,1,1,1,1
What about DAVID DORN then ... Don Lemon? We feel about him (and all the other black victims from last year's RIOTS) A LOT ... YOU DONT!,TRUE,0.209,0.791,0,-0.7667,1,1,1,1
the beast way to shut people up is to starve them out? that's your plain. right.,TRUE,0.162,0.838,0,-0.4404,1,1,1,1
so we fat shaming animals now is this how it is?,TRUE,0,1,0,0,0,0,0,0
"To hell with your face diapers and jabs! 

THEY DO NOT WORK AND ARE DANGEROUS.

Stop listening to these cultic mandate liars AND FIGHT BACK!

NO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",TRUE,0.469,0.531,0,-0.9614,1,1,1,1
Super heroes my a33,TRUE,0,0.217,0.783,0.802,0,0,0,0
All part of the plan.  Self-Destruct.,TRUE,0,1,0,0,0,0,0,0
Repent now !!,TRUE,0,1,0,0,0,0,0,0
The chilli! Arrrgh ow,TRUE,0,1,0,0,0,0,0,0
"From now on, this is the precedent. Remember that, Brandon! 
Your son is busy selling paintings for millions.",TRUE,0,1,0,0,0,0,1,1
Yea I don't see how one can say they are for the environment then fly a private jet around what sacrifices is he making,TRUE,0,1,0,0,0,0,0,0
Scamdemic to keep mail in/fraudulent voting by Democrats,TRUE,0,1,0,0,0,0,1,1
"Islam barely needs an ""extreme interpretation"" to be barbaric. It already caters to the sick desires of these extremists quite well as it is.",TRUE,0.119,0.794,0.086,-0.228,1,1,1,1
She might get away with that? What’s wrong with people,TRUE,0.256,0.744,0,-0.4767,1,1,0,0
In that state but can turn phone on and place it in a perfect position 😂 ok,TRUE,0.073,0.525,0.403,0.9136,0,1,0,0
This is what you get with Republicans.  They only seek attention not solutions,TRUE,0.112,0.888,0,-0.1326,1,1,1,1
"Just hope
That he will lose
All his money",TRUE,0.214,0.556,0.23,0.0516,0,1,0,0
"how can i gain of function a time machine to go back to the 80s/90s when life was good. everybody got along,  family gatherings, gas prices under no more than $1.20.  sigh. 

why is our country and world like this?    

Why is our freedom attacked and we have to get the jab or lose our incomes?

Why is it females can have abortions but yet fathers cant abort their scamming child support obligations?

 yes child support is a scam 3rd party contract to ruin a males freedom . no licenses, no house, no passport etc.    

why do males have to pay money to a female who uses that money to make herself look better to go out to the club and get in bed with another guy?   

why is it, everyone is so sensitive?  


Why isn't Omegle shut down if the government and everyone is so worried about sensitivity?


Why is a greeting to a stranger suddenly creepy? 

Why are females creeped out when they receive a compliment that's respectful? 

Why are humans attached to cell phones as if they're going to miss out on something in life? 

Why is it there's no cure for HIV, but suddenly there is a vaccine for this so called virus. 

we all know there is a cure for cancer, the government wants that moneytrain to stay on the tracks. sigh 

America  2021=  evil",TRUE,0.138,0.69,0.172,0.7939,0,1,0,0
What drugs are these Morons on ???,TRUE,0.321,0.679,0,-0.4291,1,1,1,1
Election is over next time don't run like a liberal and stand up for freedom,TRUE,0.109,0.673,0.218,0.4749,0,1,1,1
The UN+EU and its consequences,TRUE,0,1,0,0,0,0,0,0
"except for work,,, lol  youre not allowed to do anything accept keep the country going... lol fuck off govt.   but if you are unvax, don't dare go to a hospital.",TRUE,0.066,0.768,0.165,0.3291,0,1,1,1
Let’s go Brandon,FALSE,0,1,0,0,0,0,1,1
"""Useful idiots""!",TRUE,0,0.239,0.761,0.4926,0,0,0,0
"These Corporations always steal from employees, has no respect for workers. Already under pay folks with this economy and high cost of living.",TRUE,0.263,0.737,0,-0.7314,1,1,1,1
"Just show up on election day with a coffee, show your ID and cast your ballot. Same as you do on a flight. Or at the doctors office. Same as we've been doing for decades. Its that simple. Plus you'll get a little exercise to boot. Nothing complicated about it. It's our most sacred institution so we don't need to go with the Amazon model for this one.  Stop being drama queens. It's very basic. Nothing restrictive about it.  Unless you are out of country , Military overseas, ill or in-firmed then threes simply no reason for perfectly healthy 30 year olds to not show up. Its our American tradition. Deal with it",TRUE,0.059,0.871,0.07,0.34,0,1,0,0
Its over,TRUE,0,1,0,0,0,0,0,0
"Where life after the pandemic is returning to normal, so do people's attitude.",TRUE,0,1,0,0,0,0,0,0
Until someone is honest and counts natural immunity the same as a vaccine I’m not listening to any of these people. Kids are not affected by Covid. They shouldn’t be vaccinated…,TRUE,0,0.794,0.206,0.7387,0,0,0,0
This is Cryin Jim Acosta who secretly is obsessed with Donald trump,TRUE,0.134,0.866,0,-0.1779,1,1,1,1
Poor children and what a brave girl❤,TRUE,0.186,0.359,0.455,0.6705,0,1,0,0
"So thousands of affidavits of folks across the nation witnessing the fraud on election night at the polls and the use of voting systems that kept dictators abroad in power, also states changing election laws against there own state and federal constitutions. Also blocking all investigating nationwide. Yep nothing to see here. O BTW this was the 1st and only time that a national election was extended like this. Stop counting then start up in the middle of the night with no checks and balances.  Gtfoh",TRUE,0.116,0.835,0.049,-0.7506,1,1,1,1
"Nice try 🤡
#CommieNewsNetwork",FALSE,0,0.588,0.412,0.4215,0,0,0,0
But they won by a landslide what are you talking about … Where’s all the proud Dems now 🤔🤔🤔 … Still trying to impeach Trump in 2025?,TRUE,0,0.765,0.235,0.8807,0,0,0,0
I love how that judge shut up the prosecutor,TRUE,0,0.656,0.344,0.6369,0,0,0,0
so what happen to the nurse?,TRUE,0,1,0,0,0,0,0,0
"Just a question!
If republicans take control of  congress in 2022 can they grant a pardon for Bannon amid being jailed?",TRUE,0.122,0.685,0.194,0.2244,0,1,0,0
"Fleeing justice, we have videos of what he’s being accused of which of course he tells a Belarus reporter he is innocent of. He tells Belarus lies and wants to leave his family-2 kids and a wife-to escape the law and live under a dictator. Way to go, patriot.",TRUE,0.109,0.758,0.132,0.3182,0,1,1,1
FNP. QUEEN OF SPINNING LIES 😈    FJS jen psucki  IS THE QUEENS PROTOTYPE. LETS GO BRANDON,FALSE,0.15,0.722,0.127,-0.1363,1,1,1,1
"Hmmmm well if conflict breaks out, the migrants will definitely have a bigger problem than they first thought. I wonder what they'll do then ?",TRUE,0.162,0.682,0.156,-0.0516,1,1,0,0
Just blame inflation on Trump!  Just spin it that way!,TRUE,0.249,0.751,0,-0.4559,1,1,1,1
The Fonz did it better ...,TRUE,0,0.633,0.367,0.4404,0,0,0,0
"The president can cancel federal loans all day, but just like Uncle Sam....Sallie Mae still going to get their money from your paychecks unfortunately",TRUE,0.159,0.728,0.113,-0.09,1,1,1,1
Lol,TRUE,0,0,1,0.4215,0,0,0,0
The four Jerk in Congress 👎👎👎👎,FALSE,0.167,0.833,0,-0.34,1,1,1,1
"I don't think the problem is the Dems, it's their voters.",TRUE,0,0.816,0.184,0.3089,0,0,0,0
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,FALSE,0,1,0,0,0,0,1,1
Expert Testimony here! Just look at the kids features. I can tell straight away that's mum. (Father Of 3 Biracial Adults).,TRUE,0,0.901,0.099,0.2942,0,0,0,0
Obama & others are pulling the strings!,TRUE,0,1,0,0,0,0,0,0
"This case and that Rittenhouse case, if they continue with their current narratives, could really shake up the whole idea of self-defense. When a defense attorney can make a guy with a skateboard seem scarier than a guy with a gun, you know we're in for a hellofa ride on this crazy train. If you have a gun and are readily pointing it at another human; and you initiated contact: you are not defending but offending. 
We'll see just how easy it is to get away with murder, here, soon.",TRUE,0.128,0.789,0.083,-0.5674,1,1,0,0
Free Kyle,TRUE,0,0.233,0.767,0.5106,0,0,0,0
these are the 13 turn coats  that sold out  the republicans party i wouldnt vote for any one of those turn coats  when and if they run again,TRUE,0,0.909,0.091,0.4019,0,0,0,0
"If I were the international community I would implement international sanctions prohibiting military spending to Ethiopia.  If international intervention occurs, if it is called for, if it is necessitated, the cooperative condition and objective of intervention should be to establish and maintain a cease fire and the safety and security of the people affected there, and to resolve the conflict through free, fair and accurate elections inclusive of and determined by all people (everyone who lives there who is of voting age).   

Every situation is unique, however, I think open elections, elections open to all parties, are fundamental.  I think the question of a constitutional referendum should be on that initial conflict resolution ballot, as well as appointing representatives.  A special election merited by a clear collapse of broad public trust and public safety.  If determined democratically by the people, an objective process, probably best mediated at the international level, for developing proposed constitutional amendments, for prospective ratification subsequently, by the people affected.  Even if a constitutional amendment requires a super majority, there has to be a much lower threshold for getting proposed amendments on the ballot for that determination.  Nationalism and constitutional amendments are a delicate and fundamental area.  

In my opinion, this is the fairest and best way to resolve conflicts, and for those who believe only in power and the use of force determining rule, in my opinion, we have the high ground in that competition in terms of what is reasonable and right to work for, for all involved, from a cooperative standpoint.  Self determination by the people themselves!  The people who comprise the nation should decide for themselves as to the nature and composition of their government, as opposed to these decisions being made by those who are the most violent or able to use force.  Only by working cooperatively can cooperation over power force.  This may be most leveraged at the international level.    

We the People, all people, world wide!!!",TRUE,0.059,0.783,0.157,0.9883,0,1,0,0
Were there any actual tears?,TRUE,0.322,0.678,0,-0.2263,1,1,0,0
"Meanwhile, people can't afford to eat, American citizens still abandoned in Afghanistan, our southern border is being invaded, higher taxes for the poor and middle class, while bills protect the rich.  Pipelines being shut down, and you think Britney Spears is what the hell we should be concerned about???  Journalism no longer exist!  What was in that diary??",TRUE,0.196,0.719,0.086,-0.8382,1,1,1,1
"4 years and 5 billion dollars worth of property damage caused by YOU left wing psychos. Rioting, looting, and lying. And yet ALL you talk about is Jan 6th.",TRUE,0.191,0.754,0.055,-0.6908,1,1,1,1
"The UK is sending no one except people that will bring them straight here. Britain as we know it is over, it's finished. We are now in the death throws of an islamic takeover.",TRUE,0.156,0.795,0.049,-0.6369,1,1,1,1
"China's population and workforce decline isn't going to hit them as hard as you think. Please read to the end instead of assuming I'm a Chinese shill

China's Made in China 2025 plan is in place and is working. China is on track to dominate high tech manufacturing and technology. They will soon focus on that and start withdrawing from cheap, human, manufacturing
That is were India can step in. As China is having success with their technology, that doesn't mean we can't be successful either
With our huge workforce, we can replace them and grow at a fast rate.
We will be the manufacturer of the world.
When china's projects are working like they are now, don't be jealous my friends, look for opportunities. That way, the beautiful nation of India can improve🙏🇮🇳💪",TRUE,0.038,0.799,0.163,0.9628,0,1,0,0
"White privilege and cognitive dissonance on unabashed display... meanwhile Black people being lynched in real time coast to coast by rouge ""pigs"". These "" Donna Reed "" types could care less. Continue  deluding yourselves white people ... if there's a hell below "" Where all gonna Go !!! "".",TRUE,0.08,0.805,0.115,0.2444,0,1,0,0
Planned joeObama,TRUE,0,1,0,0,0,0,0,0
..im sure he was an upstanding citizen,TRUE,0,0.723,0.277,0.3182,0,0,0,0
"Yes. Whatch you, or turn TV off and reaf a book. I choose reading a book! Any book....",TRUE,0,0.85,0.15,0.4574,0,0,0,0
I cant wait for this nightmare administration to be ended. Absolutely disgusting.,TRUE,0.251,0.749,0,-0.5709,1,1,1,1
"So let me get this straight: QAnon believes they were ""peacefully protesting"" against Joe Biden, who is a communist and is trying to replace Americans with illegal immigrants, and this QAnoner's solution was to...illegally immigrate to a communist country that is being condemned world-wide for torturing protestors?  Also, in the interview he's speaking English. If he's in Belarus, why isn't he speaking Belarusian? Or does that logic only apply to Hispanic people in the US?",TRUE,0.154,0.758,0.087,-0.7915,1,1,1,1
Let's go Brandon,TRUE,0,1,0,0,0,0,1,1
Someone is gonna lose their job over this.,TRUE,0.278,0.722,0,-0.4019,1,1,1,1
Ye Ye is so jealous. Just watch him have a festival.,TRUE,0.241,0.56,0.199,-0.1695,1,1,1,1
"I just watched all this and it’s all BS. All they want is a women who’s confused on her own identity,. I grew up in India and we don’t claim her, look at numbers when she ran. Below 1% why is she even considered",TRUE,0.05,0.921,0.029,-0.25,1,1,1,1
"I love Joey, oming from a Gold Star family, I dont want to say this. Joey of everyone on this panel should be asking the question, ""Why did Kyles defense, REFUSE ROBERT BARNES FREE HELP""?
 Barnes assembled, arguably the best 2A self defense team in history. All who were willing to donate their time.
 Yet Kyles Lawyer refused at the last minute. Kyles Defense lawyer is as incompetent as the Prosecutor!!!
 The only reason Kyle has a chance is because Binger is a complete fool and arrogant as all get out!!!
 Kyles Defense is a shambles and cant even score on a fumble. The Judge is a good Judge. He only wants truth in his house. Unfortunately Judges arent afforded counsel like a defendant. He or she, has to make decisions, that can only be based in established law. 
 It is shameful what the MSM is doing, including FAUX!!!!",TRUE,0.138,0.698,0.165,0.7157,0,1,0,0
"I can't wait for JEN PSAKI to begin each WH Press Briefing with a similar self-description . . .

""I am a WOKE yet severely insecure White Woman, who is always preoccupied with verbally attempting to PUT A SHINE on even the purest of turds, all the while insisting that each and every turd needs to CIRCLE BACK to where it was first seen. OH! and before I forget, and speed-off to a meeting, I have metallically-dyed Red Hair and poorly attached False Eyelashes, which always look like I cured them with a waffle iron!""",TRUE,0.081,0.894,0.025,-0.6988,1,1,1,1
"Kyle did not bring ANY GUN across state lines, FFS the DA have have charges against his friend that was storing his rifle in the state, get it right already. As for the ""Kyle should not have been there. NO the rioters and looters should not have been there. Imagen if the police had done there job, then this whole mess could have been avoided.",TRUE,0.185,0.741,0.074,-0.8266,1,1,1,1
Poor girl,FALSE,0.756,0.244,0,-0.4767,1,1,0,0
Jim lies so much!! He was part of the insurrection...he has no business being in Congress!!!,TRUE,0.306,0.694,0,-0.7326,1,1,1,1
Wait are they serious — did they really show a still from Roadhouse 🙃,TRUE,0.085,0.915,0,-0.0772,1,1,1,1
I have faith in the jury.,TRUE,0,0.641,0.359,0.4215,0,0,0,0
Gosar is a wanna be tyrant!  He thinks he has all the answers but actually...he is nothing more than a fart in the wind!  Even his own children think he's a menace..how more of an indictment  is that?????,TRUE,0,1,0,0,0,0,0,0
Thanks!,TRUE,0,0,1,0.4926,0,0,0,0
Ooooh. Jan 6. Tell me more fake news about it CNN. Did the cop actually get hit in the head with a fire extinguisher and die?  Your still pumping the fake narrative and never show the protesters getting let in peacefully. No go do work for China and the communists in the Democratic Party but stop pretending to be patriots,TRUE,0.183,0.717,0.1,-0.7016,1,1,0,0
The women in the squad are not really women.  They are lizard people.,TRUE,0,1,0,0,0,0,0,0
🇺🇲🖕FJB🖕🇺🇲,FALSE,0,1,0,0,0,0,0,0
"The wig shop aught to be able to use a taser or better still a cattle prod on people such as this that put immunosuppressed patients at an increased risk of dying, when it’s hard enough to handle chemotherapy/radiotherapy (or a shotgun with bean bags, so it hurts but doesn’t kill). 
I might not be thinking too clearly but as I’m already in my end period (Stage IV indolent terminal cancer has metastasised), I’d happily use my old commando knife on one of these idiots - it’s not as if a lifetime in prison is going to take long, or hold any terrors, especially when compared to N.Ireland, Falklands, Iraq x2, Afghanistan x5, so why not do something useful with all that training? I’m not advocating the deaths of these idiots, but just to give them a few “pin pricks” from my old Fairbairn & Sykes.
Not sure if the YouTube censorship troll will get this but I’m high enough on morphine that I don’t care….. :-)",TRUE,0.162,0.764,0.074,-0.9617,1,1,0,0
Nothing but respect for the editors that included all of the SpongeBob scenes 👍,TRUE,0.192,0.808,0,-0.5157,1,1,0,0
Just thank all your friends and family that voted Biden. It’s technically their fault.,TRUE,0.14,0.57,0.29,0.4404,0,1,0,0
Squirrel's silence is immeasurable,TRUE,0,1,0,0,0,0,0,0
"This could/should be discussed in their living room, not on national tv. My gawd this is embarrassing for the children.",TRUE,0.12,0.88,0,-0.3818,1,1,0,0
We need to completely reboot our government from top to bottom. Get rid of them and start over with true Americans who want to uphold the constitution. This regime especially needs to be stopped from doing further damage and held responsible for the crimes they've already commited.,TRUE,0.094,0.755,0.151,0.2732,0,1,0,0
It’s scary that she’s a nurse imagine what she does to patients.,TRUE,0.225,0.775,0,-0.4939,1,1,0,0
Kids arent effected by covid... Dont be stupid people,TRUE,0,0.742,0.258,0.4168,0,0,0,0
*KYLE RITTENHOUSE RUNNING DOWN STREETS SHOOTING CHUNKS OFF MFERS AND YALL TALKING ABOUT TRAVIS*,TRUE,0,1,0,0,0,0,0,0
But Psaki says all is ok? 😂😂,TRUE,0.173,0.443,0.384,0.8271,0,1,0,0
"honestly travis could've simply said ""everyone back up"" untill everyone had space, I don't understand how he just points out people BEING PASSED OUT instead of doing something about it",TRUE,0,0.906,0.094,0.4588,0,0,0,0
This government is a disgrace,TRUE,0.444,0.556,0,-0.4939,1,1,0,0
Oh Yeah Baby 👶Trump Greatest President ever ever 👶Ever been 👶💙,FALSE,0,0.485,0.515,0.891,0,0,0,0
i love how ytheyd rather waste food than raise wages.,TRUE,0.187,0.533,0.28,0.34,0,1,0,0
Arrest rioters and it will stop.,TRUE,0.535,0.465,0,-0.5574,1,1,0,0
"My BP and heart rate are now always high (BP: ~140/100, Heart rate: 90-105) after 2 dosages of Moderna. I never had high BP or heart rate issues.
I am fking scared. I hope my employer does not force me for the booster shot.",TRUE,0.051,0.679,0.27,0.9274,0,1,0,0
"Gaetz , that’s what we want, fool- roads, etc.",TRUE,0.259,0.625,0.116,-0.3818,1,1,0,0
I think you guys are gay,TRUE,0,1,0,0,0,0,0,0
He should be thrown off the bench immediately,TRUE,0,1,0,0,0,0,0,0
Every one of these people have been robbing us blind or being paid of by the one's who are and were deathly afraid of Trump putting a stop to there ill-gotten gains you liberal voters continue to fall for it if you think the Clinton's are the good guys you have major learning disabilities,TRUE,0.081,0.831,0.088,0.1027,0,1,0,0
"How's your guy doing FAKE MSM?  EXACTLY
Want the Truth, read your own comments section.  🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥",FALSE,0.722,0.261,0.016,-0.9994,1,1,0,0
Never as bad as seeing this human ulcer speak.,TRUE,0,0.737,0.263,0.431,0,0,0,0
Tell all those hillbilly judge haters to go f off.,TRUE,0.262,0.738,0,-0.4939,1,1,0,0
just another self serving grifter,TRUE,0,1,0,0,0,0,0,0
Here cums miss Stalen!,FALSE,0.387,0.613,0,-0.2244,1,1,0,0
The sales pitch on life insurance is unmatched,TRUE,0.157,0.843,0,-0.0772,1,1,0,0
Thank you Duke and Duchess of Sussex,TRUE,0,0.706,0.294,0.3612,0,0,0,0
"This is just like watching South Park come to life. They think we are laughing with them, but it's always at them.",TRUE,0,0.839,0.161,0.431,0,0,0,0
All you have to do is look at Google Earth and see all the giant swathes that have already and continue to be carved out of the Tongas. It's not going to end well.,TRUE,0,0.94,0.06,0.2732,0,0,0,0
This Judge should be taken of the Bench ASP!,TRUE,0,1,0,0,0,0,0,0
"I'm African American, and can say that the lawsuit against the organizers of Unite the Right will go no place.  Just because we don't like a group does not mean that we can shut them down.  They have that freedom.  The guy who hit and killed the protesters was a stand-alone guy, and only he is at fault.  Also, Unite the Right had a permit to assemble.  The ppl who showed up to protest Unite the Right did not have a permit to assemble, so as odd as it seems, the protesters didn't  have a permit, and JUST LIKE the host, Tiffany, JUST told Al Sharpton (that the father and son that killed Ahmaud Arbery should had minded THEIR own business), maybe the ppl who showed up to protest the White Supremacists in Charlottesville should have minded THEIR own business and let the Unite the Right have their lawful moment, if we liked what they were saying or not",TRUE,0.164,0.78,0.055,-0.9438,1,1,0,0
"This is scary. I am vaccinated with J & J . I had fever nightmares, body aches. My emotional state was bad. I am concerned getting my 5 year old vaccinated. But also we have had covid in our house. This whole thing is scary.",TRUE,0.197,0.777,0.025,-0.8338,1,1,0,0
Should get Cesar Milan to pin Tucker Carlson on the ground until he calms tf down.,TRUE,0,0.867,0.133,0.3182,0,0,0,0
"If you actually watch the entire video Gosar posted, its not as bad as the media wants you to think.",TRUE,0,0.87,0.13,0.431,0,0,0,0
how  odd that manchin standing out against the build back better which is designed to improve the living standards of the people can demand more bribe from his corporate slush masters,TRUE,0.156,0.69,0.154,0.228,0,1,0,0
CNN your so biased get fuckon bent !!!! Glad I don’t live in a socially raped society/country  like you liberals live in…. tell me don what would of happened if those dead people got a hold of his gun? How many more dead people would there be…. Anyone if those people would sold that gun on the street for crack money after shooting Kyle dead….,TRUE,0.262,0.673,0.065,-0.9565,1,1,0,0
"And if these subject matters bother republicans then the quran , torah and new testament should be at the top of the list",TRUE,0.095,0.791,0.115,-0.128,1,1,0,0
Hayes suggests that wearing gas masks is a sign of guilt. Stupid.,TRUE,0.355,0.645,0,-0.6705,1,1,0,0
"Trump was a great president.  He should have ran as a DINO ( DEMOCRAT IN NAME ONLY).
THE CLINTONS NEED TO REPAY THE AMERICAN TAXPAYER AND GO TO PRISON.
I am using caps for a reason.
I AM PISSED OFF!",TRUE,0.184,0.735,0.081,-0.7317,1,1,0,0
"I would hate to be ...in this messy situation. The Paris trip with the Vice President’s husband along, went a tad better. Saw photos of this trip on NPR news stuff this morning! Who knows though.",TRUE,0.161,0.772,0.068,-0.6081,1,1,0,0
Makes Watergate look like shoplifting a candy bar.,TRUE,0,0.737,0.263,0.3612,0,0,0,0
Tucker has got to be the most confident individual believing in the bs that comes out of his mouth. This is what you call an extremist,TRUE,0,0.877,0.123,0.5413,0,0,0,0
What about exercise and walks in nature ?,TRUE,0,1,0,0,0,0,0,0
The edits on this were amazing haha,TRUE,0,0.424,0.576,0.7783,0,0,0,0
"Since democrats encourage illegal immigration, why the Illegal Immigrants could not be evenly distributed in the democratic states!???",TRUE,0.305,0.57,0.125,-0.6939,1,1,0,0
Let's go Brandon,TRUE,0,1,0,0,0,0,0,0
The thing about the reporters etc that defamed Kyle….their opinions encouraged their audiences and viewers to hate and defame also. Wrong and unlawful!!!,TRUE,0.254,0.663,0.083,-0.7332,1,1,0,0
